source,target
"Bye, Shoushou, bye.",باي يا شوشو باي.
What's going on? ,ايه؟ 
"Hey, what's going on?",ايه اللي بيحصل؟
Where have you been?,انتي كنتي فين؟
Grandma's picture of the anti-aging serum went viral!,صورة تيتا بتاعة aging serum it went viral
Viral? What's that?,viral يعني ايه؟
A trend. I've become a trend.,انا بقيت تريند.
They're saying I'm the new Nefertiti!,بيقولوا عليا نفرتيتي الجديدة. 
What?,بجد؟
We struck gold.,يعني عدينا. 
The orders haven't stopped coming in. ,الorders موقفتش من الصبح. 
"Guys, I'm so good at PR. ",يا جماعة ده اجمد PR.
"I made you famous, Sousou.",والله وشهرتك يا سوسو!
"From now on, I'll be your agent.",من دلوقتي I'm your agent 
"Whatever money you make, I'll get 30%.",اي حاجة نعمليها ليا 30 في المية.
"Sure, my dear. When pigs fly!",30 عفريت لما يركبوكي، يا حبيبتي.
"Well, Grandma, you owe her!",ايوة يا تيتا. ده حقها.
So you don't want me to take down the picture?,يعني خلاص مش عايزاني اشيل الصورة؟ 
"What do you mean, take it down?",تشيلي ايه بس؟ 
We should post telling people she's your mother. ,ده احنا هنعمل ستوري. وهنقول انها مامتك. 
People like this whole family vibe.,الناس بيحبوا الجو العائلي يعني.
Fine.,حاضر!
"Come on, get your phone.",يلا، طلعي تلفونك!
"You mean, right now?",اه دلوقتي؟
Is it this one here?,هي دي؟ 
"Okay, are you all ready?",يلا جاهزين. 
"Wait, wait.",استني. استني.
"Come on, Mom! ",يلا يا ماما! 
"Come on, dear!",يلا يا حبيبتي! 
"Yes, yes! I'm coming.",حاضر حاضر اهو!
"Hi, everyone! How are you doing?",هاي يا جماعة ايه الاخبار؟
"To all of you asking about our anti-aging collection star, let me tell you that she's actually my mother.",كل اللي بيسالني عن نجمة anti aging collection بتاعتنا، احب اقولكم ان هي مامتي. 
Soheir! Nefertiti lives?,بجد سهير نفرتيتي الجديدة.
Who's calling me now?,مين اللي بيتصل دلوقتي؟ 
Who is it?,مين؟ 
It's Omnia. ,امنية! 
What does she want?,عايزة ايه دي؟
"Hi, Ola. ",هاي علا! 
"It's me, Omnia.",انا امنية.
"Hi, Omnia.",هاي امنية! 
I just saw your mother's picture on Instagram.,انا لسه شايفة صورة مامتك ع الانستجرام. 
"I thought she could join you, so we'd also have her on the interview. ",انا عايزة استضفها معاكي بليز.
Have her in our interview,تستضيفيها؟ 
Let me think about it. I'll think about it and let you know soon.,اه يعني بس هفكر في الموضوع واقولك.
"You see, my mother is in very high demand these days. So, I don't know if she's available.",بس بصي اصل ماما عليها طلب رهيب رهيب اليومين دول. 
"Let me check our schedule, and I'll get right back to you. I'll call you.",فخلينا نشوف schedule ونظبط وانا هكلمك تاني. 
"Okay, take your time.",خلاص take your time.
"Yes, okay.",أوكيه، باي!
"What happened to your standards, Mom?",فين مبادئك يا مامي؟
My standards?,مبادئي؟
"Look around, sweetie.",بصي حواليكي، يا حبيبتي! 
Do you see any standards in this house?,انتي شايفة مبادئ في الاوضة دي؟ 
"Everyone's looking for their own interests, so why shouldn't I?",شعار المرحلة مصلحتي اولا. جت عليا انا؟
Don't be a fool like your Mom.,متبقيش هبلة زي امك. 
"Besides, all I said was I'd think about it.",وبعدين انا مقولتش موافقة انا قولت هفكر.
"Oh, my Mom is not a fool.",على فكرة، انا امي مش هبلة. 
I'm the one who pushed you to start all this.,وبعدين انا اللي مشجعاكي على كل ده من الاول. 
Why let her interview you?,وبعدين تطلعي معاها ليه؟
For a bunch of followers?,عشان شوية فلورز؟
Yes.,اه!
I don't recognize you anymore.,بجد انا مبقتش عارفاكي. 
Who are you?,انتو مين؟
What's next? Will you get married and move on with your life?,مش ناقص غير انك تقوليلي انك هتتجوزي وتشوفي حالك.
Enough. Can we please get back to talking about me?,تعالو بقى نركز في موضوعي ده المهم دلوقتي. 
So I want 30% of what you will earn from my line.,انا عايزة 30 في المية من مبيعات اللاين بتاعي.
Sure.,اه!
"It's her face on the box, isn't it?",مش عليه صورتها اللي بقت ترند؟
So it's hers.,يبقى بتاعها.
"Yes, Zeina. You're right.",ايوة يا زينة انتي معاكي حق.
"Yes, Zeina. You're right.",ايوة يا زينة انتي معاكي حق؟ 
"So whatever Zeina says, you just agree now?",اي حاجة تقولها زينة. هي معاها حق صح؟ 
No way! 20%,20 في المية!
Okay.,أوكيه!
"That's right, know where you belong.",ايوة كدا اظبطو. 
You're bandits!,هتاكلوني؟ 
Ideals?,مبادئ؟
Good morning. ,صباح الخير!
Good morning. ,صباح النور!
Weren't you supposed to be away until tomorrow?,انت مش كنت مسافر وجاي بكرة؟
And how did you know where the store was or that I'd even be here?,وبعدين انت عرفت ازاي المكان؟ وعرفت ازاي ان انا هنا؟
You remind me of myself when I started my company.,بتفكريني بنفسي لما فتحت شركتي. 
I'd go to the main building to sleep there.,كنت ببات كل يوم هناك.
This is for you.,اتفضلي!
Thanks.,ميرسي.
Is it hot?,قهوة؟ 
That's too much. ,كدا كتير. 
I guess that you're just like me.,واضح ان انتي عاملة زيي. 
Right.,صح! 
Glad to have you back and here.,الحمد الله عالسلامة! 
And here.,اتفضلي! 
Hope you like it!,اتفضلي!
You're too much.,كتير! 
I always loved ribbons.,انا بحب الفيونكات اوي!
Hey! Limited edition!,الله ده limited edition! 
It's too expensive.,غالي اوي! 
What? Right now?,دلوقتي؟
"Yes, please.",اه من فضلك!
But I'm wearing another perfume.,اه بس انا حاطة حاجة! 
I don't think they will mix.,فيعني حاجة على حاجة!
Come on! Why not?,تمام.
Lovely!,تحفة.
Are you going to show me around?,مش هنتفرج عالمكان؟
"Oh! Yes, right!",اه صح صح.
"Okay! Well, this is the place, as you can see.",طيب المكان يعني اهو. 
"Here, we have body care. ",زي ما انت شايف هنا body care.
Everything related to shower gel and things used for baths or bathing.,كل ماهو شاور جيل حاجات بقى للbathing. 
"And here, I have all the hair products. Things you use for haircare, like hair masks, etc.",وهنا في hair products الشعر بقى حاجات الماسكات الشعر وكدا. 
And there is the skincare section.,وده كله skin care بقى. 
"And naturally, this is the most important spot, the cashier where all the money is.",طبعا ده اهم مكان الكاشير بقى. الفلوس.
That's right.,ايوة!
This is where Montasser is going to sit.,ده مكان منتصر بقى.
Of course. ,اكيد!
"Yeah, because he handles the finances.",اه عشان هو اللي ماسك الحسابات.
This is our logo.,ده الlogo وده مكاني المفضل. 
And this is my favorite spot. The kitchen. This is where I create all my blends and my new products.,ده المطبخ ده المكان الي بقعد اعمل فيه تركيباتي والproducts الجديدة.
Everything I could need is stored right here.,كل اللي محتجاه موجود هنا. 
But wait! ,بس لا! 
What are these doing here?,ايه اللي جاب دول هنا؟ 
"They shouldn't be here, they",لا مش هنا دول.
Nothing.,ولا حاجة! 
 I just wanted to smell the perfume on you.,كنت عايز اشم البرفيوم عليكي. 
Can't you smell it from there?,مش شامه من هنا؟
"No, I can't.",لا، مش شامه! 
Stop being so rude! ,احترم بقى
Hey!,صباح الخير!
"Good morning! Hey, you.",صباح الخير!
"You must be Montasser, and you must be Nesrine.",اه انت اكيد منتصر وانتي نسرين. 
Ola's been telling me so much about you.,علا دايما بتكلمني عنكو.
Thank you so much.,الله يبارك فيك!
"Bois d'encens, where? Where?",bois d'encens فين؟
It's here. I'm wearing it.,هنا هنا عندي انا.
Yeah. It was a present from Youssef.,اه يوسف هو اللي جابهولي.
"Okay, I gotta. I gotta run. It's getting late. I should be back to work.",طيب انا لازم امشي بقى عشان انا كمان عندي شغل.
Okay. Thank you so much.,الله يبارك فيك!
"You know, Ola?",عارفة يا علا؟ 
"Honestly, I'm proud of myself as well.",بصراحة، انا كمان فخورة بنفسي.
Very modest.,منتهى التواضع.
"Really, I'll say it. I'm not ashamed. I've earned it.",لا، معلش، حقي بقى.
"And I know that we haven't known each other for long, but I feel as if ",وعارف احنا بقالنا كتير منعرفش بعض مش من زمان، بس انا حاسس 
Over here?,نقعد هنا؟
"Sure, honey! ",تعالي، يا حبيبتي! 
"Sure, come on.",اتفضلي! اتفضلي!
I feel comfortable in a way that I've never felt before.,حاسس براحة كدا محستهاش مع حد قبل كدا. 
"And actually, for the first time ever, I came to find someone like me.",عارفة انا اول مرة في حياتي الاقي حد زيي.
"Someone like me, who likes ice cream in the winter.",حد زيي يكون بيحب الايس كريم في الشتا.
"See, we're a rare breed!",اصل احنا قليلين.
